,respid,sample,int_date,fcall,attempt,refusal,lang,cregion,state,usr,scregion,sstate,susr,sdensity,timezone,comp,isex,irace1m1,irace1m2,irace1m3,irace1m4,ihisp1,form,phtype,qs1,q1,q2,q10af1,q10bf1,q14f2,q19,q20,q25,q33af1,q33bf1,q33cf1,q33df1,q33ff2,q33gf2,q33hf2,q33if2,q33jf2,q34f1,q44af1,q44bf1,q44cf1,q44ef1,q44ff1,q44gf1,q44hf2,q44if2,q44jf2,q44kf2,q44lf2,q44mf2,q44nf2,q47,q48f1,q49f2,q50a,q50b,q50c,q50d,q50e,q50ff1,q54f2,q55f1,q56f2,q57f2,q58,q60,q61a,q61b,q61c,q61df1,q61ef1,q61ff2,q61gf2,q61hf2,q61if1,q64,q65a,q65b,q65c,q65d,q65e,q66,q67,q68a,q68b,q68d,q69,q70,q70a,q71,q75,q76f1,q77f2,qi1,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,qf2,born,attend,income,reg,party,partyln,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,weight
1282,101799.0,Cell phone,190325.0,190325.0,6.0,No,English,Midwest,IL,U,Midwest,IL,,2.0,Central,Complete,Female,White,,,,Yes,FORM 1,,18 or older,Dissatisfied,Disapprove,Disapprove,Approve,,Most of the time,Frustrated,Only some of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,Decrease spending,Increase spending,Increase spending,Increase spending,Increase spending,,,,,,,,"Yes, keeping promises",None at all,,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,Statement #2,,"Bigger government, more services",,,Favor,Never fair game,A lot,A lot,Only a little,A lot,Only a little,,,,Only a little,Not too fair,Not at all,A lot,A lot,Not at all,A lot,Losing influence,Good thing,Neutral toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Very strongly,Very well,A lot,Definitely done things that are illegal,,Never,Male,34.0,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,Mixed Race,Other,,Nothing in particular,,Not too important,,A few times a year,"75 to under $100,000","Are you PROBABLY registered, but there is a chance your registration has lapsed [OR]",Independent,Democrat,Dem/lean Dem,Liberal [OR],Ind,Lib Dem/ln Dem,3.0,2.0,2,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,0.7216289
1283,101800.0,Cell phone,190325.0,190325.0,6.0,No,English,Midwest,MO,U,Midwest,MO,,2.0,Central,Complete,Male,White,,,,No,FORM 2,,18 or older,Dissatisfied,Approve,,,Disapprove,Only now and then,Frustrated,Only some of the time,,,,,Not even tempered,Well informed,Keeps his promises,Stands up for what he believes in,A good manager,,,,,,,,Decrease spending,Increase spending,Keep spending the same,Increase spending,Decrease spending,Increase spending,Increase spending,"No, not keeping promises",,About the right amount,Statement #2,Statement #1,Statement #1,Statement #2,Statement #1,,Good deal,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Favor,Never fair game,Some,Some,Some,,,Some,Some,Some,,Moderately fair,Some,Some,Some,Some,Not at all,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Approve,Very strongly,Somewhat well,A lot,,Probably not done things that are unethical [OR],Once a day,Male,68.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Very important,"Yes, would",More than once a week,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Rep/lean Rep,Conservative,Ind,Cons Rep/ln Rep,2.0,2.0,2,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,0.5649021
1284,101802.0,Cell phone,190325.0,190325.0,4.0,No,English,Midwest,IL,S,Midwest,IL,,2.0,Central,Complete,Male,Black or African-American,,,,No,FORM 2,,18 or older,Dissatisfied,Disapprove,,,Approve,Most of the time,Frustrated,Only some of the time,,,,,Not even tempered,Not well informed,Keeps his promises,Stands up for what he believes in,Not a good manager,,,,,,,,Increase spending,Keep spending the same,Increase spending,Keep spending the same,Increase spending,Increase spending,Increase spending,"Yes, keeping promises",,Too little,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,,Not very much,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Strongly favor,Never fair game,A lot,A lot,None at all,,,A lot,Some,A lot,,Not too fair,Not too much,A lot,A lot,Not at all,A lot,Losing influence,(VOL) Depends,Friendly toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Not too well,A lot,,Definitely done things that are unethical,Several times a day,Female,70.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Very important,"No, would not",More than once a week,"75 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Very liberal,Lib Dem,Lib Dem/ln Dem,2.0,2.0,2,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,0.4631388
1285,101804.0,Cell phone,190325.0,190325.0,4.0,No,English,Northeast,NJ,,Northeast,NJ,,4.0,Eastern,Complete,Female,White,,,,No,FORM 2,,18 or older,Dissatisfied,Approve,,,Disapprove,Most of the time,Angry,(VOL) Never,,,,,Not even tempered,(VOL) Don't know/Refused,Keeps his promises,Stands up for what he believes in,(VOL) Don't know/Refused,,,,,,,,Increase spending,Increase spending,Keep spending the same,Increase spending,(VOL) Don't know/Refused,Decrease spending,(VOL) Don't know/Refused,"No, not keeping promises",,About the right amount,(VOL) Neither/Both equally,Statement #1,Statement #1,Statement #1,Statement #1,,Not very much,,Good for the U.S. [OR],More important to the U.S. [OR],Strongly favor,Never fair game,Only a little,Only a little,Some,,,Some,Only a little,Only a little,,Not too fair,Some,Not too much,A lot,Not at all,A lot,Losing influence,Bad thing,Neutral toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Approve,Not so strongly,Very well,A lot,,Probably not done things that are unethical [OR],A few times a month,Male,70.0,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,White,White non-Hispanic,,Protestant,,Somewhat important,"No, would not",A few times a year,(VOL) Don't know/Refused,Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,Don't know/Refused,Don't know/Refused,2,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,0.4899586
1286,101805.0,Cell phone,190325.0,190325.0,4.0,No,English,Northeast,NY,U,Northeast,NY,,Highest,Eastern,Complete,Female,White,,,,Yes,FORM 1,,18 or older,Dissatisfied,Disapprove,Disapprove,Approve,,Most of the time,Basically content,Only some of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,Keep spending the same,Keep spending the same,Increase spending,Keep spending the same,Increase spending,,,,,,,,"No, not keeping promises",None at all,,Statement #2,Statement #1,Statement #1,Statement #2,Statement #1,Statement #2,,"Smaller government, fewer services",,,Favor,Never fair game,A lot,None at all,Some,Some,None at all,,,,None at all,Not too fair,Not too much,A lot,Some,Some,A lot,Losing influence,Bad thing,Neutral toward religion,Neutral toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Somewhat well,A lot,Definitely done things that are illegal,,Several times a day,Male,62.0,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,Black non-Hispanic,,Protestant,,Very important,"Yes, would",A few times a year,"75 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,3.0,3.0,3 or more,,,"Yes, home telephone",Landline,Cellphone,Respondent agrees,2.2692614
1287,101808.0,Cell phone,190325.0,190325.0,4.0,Yes,English,Northeast,PA,S,Northeast,PA,,2.0,Eastern,Complete,Female,White,,,,No,FORM 1,,18 or older,Dissatisfied,Disapprove,Disapprove,Approve,,Most of the time,Angry,Most of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,Keep spending the same,Increase spending,Increase spending,Increase spending,Keep spending the same,,,,,,,,"Yes, keeping promises",Not too much,,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,,"Smaller government, fewer services",,,Oppose,Never fair game,A lot,Some,Some,A lot,Some,,,,Only a little,Moderately fair,Some,Some,A lot,Some,A lot,Losing influence,Bad thing,Friendly toward religion,Unfriendly toward religion,Friendly toward religion,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Very well,A lot,Definitely done things that are illegal,,Once a day,Male,69.0,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,Catholic,,Very important,"No, would not",Once a week,"40 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Moderate,Cons-Mod Dem,Cons-Mod Dem/ln Dem,2.0,2.0,2,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,0.6427558
1288,101812.0,Cell phone,190325.0,190325.0,6.0,No,English,West,CA,U,Northeast,NY,,4.0,Eastern,Complete,Female,Black or African-American,,,,No,FORM 2,,18 or older,Dissatisfied,Disapprove,,,Disapprove,Some of the time,Frustrated,(VOL) Never,,,,,Even tempered,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Not a good manager,,,,,,,,Keep spending the same,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,"No, not keeping promises",,Too much,Statement #1,(VOL) Neither/Both equally,Statement #2,Statement #1,Statement #1,,Not very much,,Good for the U.S. [OR],More important to other NATO member countries [OR],Strongly favor,Never fair game,A lot,A lot,None at all,,,A lot,Some,A lot,,Not fair at all,Some,A lot,Not too much,Not too much,A lot,Losing influence,Good thing,Neutral toward religion,Neutral toward religion,Unfriendly toward religion,Should express their views on day-to-day social and political questions,Disapprove,Not so strongly,Somewhat well,A lot,,Definitely done things that are unethical,Once a week,Male,21.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,Black non-Hispanic,,Agnostic,,Somewhat important,,Once or twice a month,"75 to under $100,000",Are you NOT registered to vote at your current address,Independent,(VOL) Other/Don't know/Refused,DK/Ref-no lean,Very liberal,Ind,,3.0,3.0,3 or more,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,0.9582334
1289,101814.0,Cell phone,190325.0,190325.0,6.0,No,English,Midwest,MI,,Midwest,MI,,2.0,Eastern,Complete,Female,White,,,,No,FORM 2,,18 or older,Dissatisfied,(VOL) Don't know/Refused,,,Disapprove,Hardly at all,Basically content,(VOL) Never,,,,,(VOL) Don't know/Refused,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Not a good manager,,,,,,,,Keep spending the same,Keep spending the same,Keep spending the same,Keep spending the same,Increase spending,Keep spending the same,Increase spending,"Yes, keeping promises",,Too little,Statement #2,Statement #1,Statement #1,Statement #2,Statement #2,,None at all,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Favor,Never fair game,(VOL) Don't know/Refused,(VOL) Don't know/Refused,(VOL) Don't know/Refused,,,(VOL) Don't know/Refused,Some,A lot,,Very fair,A lot,A lot,Not at all,Not at all,Not at all,Losing influence,Bad thing,Neutral toward religion,Unfriendly toward religion,(VOL) Don't know/Refused,Should keep out of political matters,Disapprove,Not so strongly,Not too well,A little,,Definitely done things that are unethical,Several times a day,Female,43.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Catholic,,Very important,"No, would not",Seldom,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,Dem/lean Dem,Liberal [OR],Ind,Lib Dem/ln Dem,2.0,2.0,2,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,0.9887282
1290,101825.0,Cell phone,190325.0,190325.0,4.0,No,English,Northeast,PA,U,Northeast,PA,,Highest,Eastern,Complete,Male,White,,,,No,FORM 1,,18 or older,Dissatisfied,Disapprove,Disapprove,Approve,,Most of the time,Frustrated,Only some of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Keep spending the same,Decrease spending,Keep spending the same,Increase spending,Decrease spending,Increase spending,,,,,,,,"Yes, keeping promises",None at all,,Statement #2,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,,"Bigger government, more services",,,Oppose,Sometimes fair game [OR IS IT],A lot,A lot,None at all,A lot,Some,,,,None at all,Not fair at all,A lot,A lot,A lot,Not too much,A lot,Losing influence,Bad thing,Friendly toward religion,Unfriendly toward religion,Unfriendly toward religion,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Somewhat well,A lot,Definitely done things that are illegal,,Several times a day,Male,49.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,Black non-Hispanic,,Protestant,,Very important,"Yes, would",A few times a year,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Conservative,Cons-Mod Dem,Cons-Mod Dem/ln Dem,1.0,,1,,,"Yes, home telephone",Landline,Cellphone,Respondent agrees,0.5722634
1291,101826.0,Cell phone,190325.0,190325.0,4.0,No,English,Midwest,WI,R,Midwest,WI,,Lowest,Central,Complete,Male,Asian or Asian-American,,,,No,FORM 2,,18 or older,Satisfied,Approve,,,Disapprove,Most of the time,Frustrated,Only some of the time,,,,,Even tempered,Well informed,Keeps his promises,Stands up for what he believes in,A good manager,,,,,,,,Increase spending,Keep spending the same,Keep spending the same,Keep spending the same,Decrease spending,Decrease spending,Decrease spending,"No, not keeping promises",,About the right amount,Statement #2,Statement #2,Statement #1,Statement #2,Statement #1,,Good deal,,Bad for the U.S.,More important to other NATO member countries [OR],Favor,Sometimes fair game [OR IS IT],None at all,Some,Some,,,Only a little,None at all,Some,,Very fair,Not too much,Some,Not too much,Not too much,Not at all,(VOL) Same,Bad thing,Friendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Approve,Very strongly,Very well,A lot,,Probably not done things that are unethical [OR],A few times a week,Male,45.0,Two year associate degree from a college or university,No,White,White non-Hispanic,,Protestant,,Somewhat important,"No, would not",A few times a year,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Rep/lean Rep,Very conservative,Ind,Cons Rep/ln Rep,2.0,2.0,2,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,1.3282214
1292,101827.0,Cell phone,190325.0,190325.0,5.0,No,English,Northeast,ME,R,Northeast,ME,,2.0,Eastern,Complete,Female,White,,,,No,FORM 1,,18 or older,Dissatisfied,Disapprove,Disapprove,Approve,,Most of the time,Frustrated,Only some of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,Keep spending the same,Increase spending,Keep spending the same,Increase spending,Keep spending the same,,,,,,,,"Yes, keeping promises",None at all,,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,Statement #2,,"Bigger government, more services",,,Strongly favor,Never fair game,A lot,A lot,Only a little,Some,None at all,,,,None at all,Moderately fair,Not too much,Some,Some,Not at all,Some,Increasing influence,Bad thing,Neutral toward religion,Friendly toward religion,Friendly toward religion,Should keep out of political matters,Disapprove,Very strongly,Somewhat well,A lot,Definitely done things that are illegal,,Seldom,Female,65.0,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD, gr",No,White,White non-Hispanic,,Protestant,,Not too important,"No, would not",Never,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,1.0,,1,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,0.354351
